Unnamed: 0,id,state,constitution,election_year,candidate,gender,party,age,category,votes_received,votes_received_perc,num_seats,state_pc_year,rank,result,election_year_clean,vote_share_pct,state_raw,state_canonical,vote_share_lag1,vote_swing,vote_share_lag2,is_winner,is_incumbent,vote_share_frac,vote_share_frac_sq,fragmentation_index,alliance,coalition_strength_score,gdp_share_pct,literacy_persons_pct,gdp_zscore,literacy_zscore
71043,3519.0,UTTAR PRADESH,BILHAUR,1980 (7th LOK SABHA),HARMOHAN SINGH YADEV,M,JNP(S),,,106859.0,29.33%,1,UTTAR PRADESH-BILHAUR-1980 (7th LOK SABHA),3,2nd runner up,1980,29.33,UTTAR PRADESH,Uttar Pradesh,,,,0,0,0.2933,0.08602489,3.512846708748931,Unaffiliated,96.69,1320.0,34.45,0.9910352690960618,-1.2078779841260325
71041,3518.0,UTTAR PRADESH,BILHAUR,1980 (7th LOK SABHA),RAGHUNATH SINGH,M,JNP,,,110013.0,30.19%,1,UTTAR PRADESH-BILHAUR-1980 (7th LOK SABHA),2,1st runner up,1980,30.19,UTTAR PRADESH,Uttar Pradesh,,,,0,0,0.3019,0.09114361,3.512846708748931,Unaffiliated,96.69,1320.0,34.45,0.9910352690960618,-1.2078779841260325
86680,3925.0,WEST BENGAL,CALCUTTA NORTH WEST,1980 (7th LOK SABHA),BIJAY SINGH NAHAR,M,JNP,,,44611.0,14.20%,1,WEST BENGAL-CALCUTTA NORTH WEST-1980 (7th LOK SABHA),3,2nd runner up,1980,14.2,WEST BENGAL,West Bengal,,,,0,0,0.142,0.0201639999999999,2.7395570004831487,Unaffiliated,99.98,880.0000000000001,34.45,-0.15664377304061497,-1.2078779841260325
86681,3926.0,WEST BENGAL,CALCUTTA NORTH WEST,1980 (7th LOK SABHA),RANAJIT KUMAR MITRA,M,JNP(S),,,3542.0,1.13%,1,WEST BENGAL-CALCUTTA NORTH WEST-1980 (7th LOK SABHA),4,loser,1980,1.13,WEST BENGAL,West Bengal,,,,0,0,0.0113,0.00012769,2.7395570004831487,Unaffiliated,99.98,880.0000000000001,34.45,-0.15664377304061497,-1.2078779841260325
72049,3362.0,UTTAR PRADESH,CHANDAULI,1980 (7th LOK SABHA),KRIPA SHANKER,M,IND,,,5214.0,1.39%,1,UTTAR PRADESH-CHANDAULI-1980 (7th LOK SABHA),6,loser,1980,1.39,UTTAR PRADESH,Uttar Pradesh,2.63,-1.24,2.69,0,0,0.0139,0.0001932099999999,3.9069414981221873,Unaffiliated,99.99,1320.0,34.45,0.9910352690960618,-1.2078779841260325
72049,3362.0,UTTAR PRADESH,CHANDAULI,1980 (7th LOK SABHA),KRIPA SHANKER,M,IND,,,5214.0,1.39%,1,UTTAR PRADESH-CHANDAULI-1980 (7th LOK SABHA),6,loser,1980,1.39,UTTAR PRADESH,Uttar Pradesh,2.63,-1.24,2.69,0,0,0.0139,0.0001932099999999,3.9069414981221873,Unaffiliated,99.99,1320.0,34.45,0.9910352690960618,-1.2078779841260325
72050,3363.0,UTTAR PRADESH,CHANDAULI,1980 (7th LOK SABHA),TRIYOGI NATH,M,IND,,,3793.0,1.01%,1,UTTAR PRADESH-CHANDAULI-1980 (7th LOK SABHA),7,loser,1980,1.01,UTTAR PRADESH,Uttar Pradesh,1.39,-0.3799999999999999,2.63,0,0,0.0101,0.00010201,3.9069414981221873,Unaffiliated,99.99,1320.0,34.45,0.9910352690960618,-1.2078779841260325
9169,633.0,BIHAR,BIKRAMGANJ,1980 (7th LOK SABHA),MUNSHI SINGH,M,JNP,,,106716.0,24.50%,1,BIHAR-BIKRAMGANJ-1980 (7th LOK SABHA),3,2nd runner up,1980,24.5,BIHAR,Bihar,,,,0,0,0.245,0.0600249999999999,3.2227480637004517,Unaffiliated,98.09,630.0,34.45,-0.808734137891,-1.2078779841260325
71974,3446.0,UTTAR PRADESH,CHAIL,1980 (7th LOK SABHA),SARLA CHAUDHARI,F,JNP,,SC,31040.0,13.89%,1,UTTAR PRADESH-CHAIL (SC)-1980 (7th LOK SABHA),3,2nd runner up,1980,13.89,UTTAR PRADESH,Uttar Pradesh,,,,0,0,0.1389,0.0192932099999999,3.2316986722792227,Unaffiliated,94.27,1320.0,34.45,0.9910352690960618,-1.2078779841260325
71975,3445.0,UTTAR PRADESH,CHAIL,1980 (7th LOK SABHA),B.L. SHAILESH,M,JNP(S),,SC,77894.0,34.85%,1,UTTAR PRADESH-CHAIL (SC)-1980 (7th LOK SABHA),2,1st runner up,1980,34.85,UTTAR PRADESH,Uttar Pradesh,,,,0,0,0.3485,0.12145225,3.2316986722792227,Unaffiliated,94.27,1320.0,34.45,0.9910352690960618,-1.2078779841260325
86442,3946.0,WEST BENGAL,CALCUTTA NORTH EAST,1980 (7th LOK SABHA),SK. NOYIMUDDIN,M,IND,,,745.0,0.19%,1,WEST BENGAL-CALCUTTA NORTH EAST-1980 (7th LOK SABHA),8,loser,1980,0.19,WEST BENGAL,West Bengal,0.21,-0.0199999999999999,0.22,0,0,0.0019,3.61e-06,2.4651786733152865,Unaffiliated,100.01,880.0000000000001,34.45,-0.15664377304061497,-1.2078779841260325
86443,3947.0,WEST BENGAL,CALCUTTA NORTH EAST,1980 (7th LOK SABHA),RAMASWAR AGARWALA,M,IND,,,728.0,0.19%,1,WEST BENGAL-CALCUTTA NORTH EAST-1980 (7th LOK SABHA),9,loser,1980,0.19,WEST BENGAL,West Bengal,0.19,0.0,0.21,0,0,0.0019,3.61e-06,2.4651786733152865,Unaffiliated,100.01,880.0000000000001,34.45,-0.15664377304061497,-1.2078779841260325
86444,3948.0,WEST BENGAL,CALCUTTA NORTH EAST,1980 (7th LOK SABHA),PANCHANAN MONDAL,M,IND,,,615.0,0.16%,1,WEST BENGAL-CALCUTTA NORTH EAST-1980 (7th LOK SABHA),10,loser,1980,0.16,WEST BENGAL,West Bengal,0.19,-0.03,0.19,0,0,0.0016,2.56e-06,2.4651786733152865,Unaffiliated,100.01,880.0000000000001,34.45,-0.15664377304061497,-1.2078779841260325
30570,,KARNATAKA,MANDYA,1980 (7th LOK SABHA),S.M. KRISHNA,M,INC(I),,,223675.0,52.02%,1,KARNATAKA-MANDYA-1980 (7th LOK SABHA),1,winner,1980,52.02,KARNATAKA,Karnataka,,,,1,0,0.5202,0.27060804,2.6695382355558896,Unaffiliated,100.0,530.0,34.45,-1.0695702838311538,-1.2078779841260325
30571,,KARNATAKA,MANDYA,1980 (7th LOK SABHA),M. LINGAIAH,M,INC(U),,,86245.0,20.06%,1,KARNATAKA-MANDYA-1980 (7th LOK SABHA),3,2nd runner up,1980,20.06,KARNATAKA,Karnataka,,,,0,0,0.2006,0.04024036,2.6695382355558896,Unaffiliated,100.0,530.0,34.45,-1.0695702838311538,-1.2078779841260325
39576,1482.0,MADHYA PRADESH,SATNA,1980 (7th LOK SABHA),SUKHENDRA SINGH,M,JNP,,,117395.0,31.35%,1,MADHYA PRADESH-SATNA-1980 (7th LOK SABHA),2,1st runner up,1980,31.35,MADHYA PRADESH,Madhya Pradesh,,,,0,0,0.3135,0.09828225,3.0972447189732035,Unaffiliated,100.01,660.0,34.45,-0.7304832941089539,-1.2078779841260325
39578,1483.0,MADHYA PRADESH,SATNA,1980 (7th LOK SABHA),SHAKTI PRASAD PANDEY,M,JNP(S),,,48039.0,12.83%,1,MADHYA PRADESH-SATNA-1980 (7th LOK SABHA),3,2nd runner up,1980,12.83,MADHYA PRADESH,Madhya Pradesh,,,,0,0,0.1283,0.01646089,3.0972447189732035,Unaffiliated,100.01,660.0,34.45,-0.7304832941089539,-1.2078779841260325
54988,2321.0,PUNJAB,ROPAR,1980 (7th LOK SABHA),BUTA SINGH,M,INC(I),,SC,271689.0,52.27%,1,PUNJAB-ROPAR (SC)-1980 (7th LOK SABHA),1,winner,1980,52.27,PUNJAB,Punjab,,,,1,0,0.5227,0.27321529,2.1415568201496167,Unaffiliated,100.0,430.0,34.45,-1.3304064297713076,-1.2078779841260325
39632,1648.0,MADHYA PRADESH,SEONI,1980 (7th LOK SABHA),GARGISHAKER RAMKRISHNA MISHRA,M,INC(I),,,157462.0,53.90%,1,MADHYA PRADESH-SEONI-1980 (7th LOK SABHA),1,winner,1980,53.9,MADHYA PRADESH,Madhya Pradesh,,,,1,0,0.539,0.290521,2.4806077250788103,Unaffiliated,100.0,660.0,34.45,-0.7304832941089539,-1.2078779841260325
39633,1650.0,MADHYA PRADESH,SEONI,1980 (7th LOK SABHA),VASANTRAO UIKE,M,INC(U),,,20876.0,7.15%,1,MADHYA PRADESH-SEONI-1980 (7th LOK SABHA),3,2nd runner up,1980,7.15,MADHYA PRADESH,Madhya Pradesh,,,,0,0,0.0715,0.00511225,2.4806077250788103,Unaffiliated,100.0,660.0,34.45,-0.7304832941089539,-1.2078779841260325
54994,2324.0,PUNJAB,ROPAR,1980 (7th LOK SABHA),KAKA SINGH,M,IND,,SC,3833.0,0.74%,1,PUNJAB-ROPAR (SC)-1980 (7th LOK SABHA),4,loser,1980,0.74,PUNJAB,Punjab,0.76,-0.02,1.1,0,0,0.0074,5.476e-05,2.1415568201496167,Unaffiliated,100.0,430.0,34.45,-1.3304064297713076,-1.2078779841260325
54995,2325.0,PUNJAB,ROPAR,1980 (7th LOK SABHA),KARTAR SINGH,M,IND,,SC,3086.0,0.59%,1,PUNJAB-ROPAR (SC)-1980 (7th LOK SABHA),5,loser,1980,0.59,PUNJAB,Punjab,0.74,-0.15,0.76,0,0,0.0059,3.481e-05,2.1415568201496167,Unaffiliated,100.0,430.0,34.45,-1.3304064297713076,-1.2078779841260325
71975,3445.0,UTTAR PRADESH,CHAIL,1980 (7th LOK SABHA),B.L. SHAILESH,M,JNP(S),,SC,77894.0,34.85%,1,UTTAR PRADESH-CHAIL (SC)-1980 (7th LOK SABHA),2,1st runner up,1980,34.85,UTTAR PRADESH,Uttar Pradesh,,,,0,0,0.3485,0.12145225,3.2316986722792227,Unaffiliated,94.27,1320.0,34.45,0.9910352690960618,-1.2078779841260325
72036,3358.0,UTTAR PRADESH,CHANDAULI,1980 (7th LOK SABHA),UPENDRA PRATAP,M,INC(I),,,104026.0,27.76%,1,UTTAR PRADESH-CHANDAULI-1980 (7th LOK SABHA),2,1st runner up,1980,27.76,UTTAR PRADESH,Uttar Pradesh,,,,0,0,0.2776,0.07706176,3.9069414981221873,Unaffiliated,99.99,1320.0,34.45,0.9910352690960618,-1.2078779841260325
71914,3444.0,UTTAR PRADESH,CHAIL,1980 (7th LOK SABHA),RAM NIHORE RAKESH,M,INC(I),,SC,91611.0,40.98%,1,UTTAR PRADESH-CHAIL (SC)-1980 (7th LOK SABHA),1,winner,1980,40.98,UTTAR PRADESH,Uttar Pradesh,,,,1,0,0.4097999999999999,0.1679360399999999,3.2316986722792227,Unaffiliated,94.27,1320.0,34.45,0.9910352690960618,-1.2078779841260325
9258,603.0,BIHAR,BUXAR,1980 (7th LOK SABHA),K. K. TIWARI,M,INC(I),,,133999.0,37.82%,1,BIHAR-BUXAR-1980 (7th LOK SABHA),1,winner,1980,37.82,BIHAR,Bihar,,,,1,0,0.3782,0.1430352399999999,3.458983084569612,Unaffiliated,99.99,630.0,34.45,-0.808734137891,-1.2078779841260325
9233,604.0,BIHAR,BUXAR,1980 (7th LOK SABHA),SURAJ PRASAD,M,CPI,,,102275.0,28.87%,1,BIHAR-BUXAR-1980 (7th LOK SABHA),2,1st runner up,1980,28.87,BIHAR,Bihar,13.54,15.330000000000002,17.27,0,0,0.2887,0.08334769,3.458983084569612,Unaffiliated,99.99,630.0,34.45,-0.808734137891,-1.2078779841260325
71923,3447.0,UTTAR PRADESH,CHAIL,1980 (7th LOK SABHA),RAM CHANDRA,M,IND,,SC,4507.0,2.02%,1,UTTAR PRADESH-CHAIL (SC)-1980 (7th LOK SABHA),4,loser,1980,2.02,UTTAR PRADESH,Uttar Pradesh,1.59,0.4299999999999999,1.74,0,0,0.0202,0.00040804,3.2316986722792227,Unaffiliated,94.27,1320.0,34.45,0.9910352690960618,-1.2078779841260325
71923,3447.0,UTTAR PRADESH,CHAIL,1980 (7th LOK SABHA),RAM CHANDRA,M,IND,,SC,4507.0,2.02%,1,UTTAR PRADESH-CHAIL (SC)-1980 (7th LOK SABHA),4,loser,1980,2.02,UTTAR PRADESH,Uttar Pradesh,1.59,0.4299999999999999,1.74,0,0,0.0202,0.00040804,3.2316986722792227,Unaffiliated,94.27,1320.0,34.45,0.9910352690960618,-1.2078779841260325
71924,3448.0,UTTAR PRADESH,CHAIL,1980 (7th LOK SABHA),NATHUN LAL,M,IND,,SC,3614.0,1.62%,1,UTTAR PRADESH-CHAIL (SC)-1980 (7th LOK SABHA),5,loser,1980,1.62,UTTAR PRADESH,Uttar Pradesh,2.02,-0.3999999999999999,1.59,0,0,0.0162,0.00026244,3.2316986722792227,Unaffiliated,94.27,1320.0,34.45,0.9910352690960618,-1.2078779841260325
71924,3448.0,UTTAR PRADESH,CHAIL,1980 (7th LOK SABHA),NATHUN LAL,M,IND,,SC,3614.0,1.62%,1,UTTAR PRADESH-CHAIL (SC)-1980 (7th LOK SABHA),5,loser,1980,1.62,UTTAR PRADESH,Uttar Pradesh,2.02,-0.3999999999999999,1.59,0,0,0.0162,0.00026244,3.2316986722792227,Unaffiliated,94.27,1320.0,34.45,0.9910352690960618,-1.2078779841260325
71925,3449.0,UTTAR PRADESH,CHAIL,1980 (7th LOK SABHA),JAWAHAR LAL,M,IND,,SC,2028.0,0.91%,1,UTTAR PRADESH-CHAIL (SC)-1980 (7th LOK SABHA),6,loser,1980,0.91,UTTAR PRADESH,Uttar Pradesh,1.62,-0.7100000000000001,2.02,0,0,0.0091,8.281e-05,3.2316986722792227,Unaffiliated,94.27,1320.0,34.45,0.9910352690960618,-1.2078779841260325
71925,3449.0,UTTAR PRADESH,CHAIL,1980 (7th LOK SABHA),JAWAHAR LAL,M,IND,,SC,2028.0,0.91%,1,UTTAR PRADESH-CHAIL (SC)-1980 (7th LOK SABHA),6,loser,1980,0.91,UTTAR PRADESH,Uttar Pradesh,1.62,-0.7100000000000001,2.02,0,0,0.0091,8.281e-05,3.2316986722792227,Unaffiliated,94.27,1320.0,34.45,0.9910352690960618,-1.2078779841260325
54996,2326.0,PUNJAB,ROPAR,1980 (7th LOK SABHA),PIARA SINGH,M,IND,,SC,2938.0,0.57%,1,PUNJAB-ROPAR (SC)-1980 (7th LOK SABHA),6,loser,1980,0.57,PUNJAB,Punjab,0.59,-0.02,0.74,0,0,0.0056999999999999,3.249e-05,2.1415568201496167,Unaffiliated,100.0,430.0,34.45,-1.3304064297713076,-1.2078779841260325
71069,3522.0,UTTAR PRADESH,BILHAUR,1980 (7th LOK SABHA),MAHARAJ SINGH BHARTI,M,SSD,,,3129.0,0.86%,1,UTTAR PRADESH-BILHAUR-1980 (7th LOK SABHA),6,loser,1980,0.86,UTTAR PRADESH,Uttar Pradesh,,,,0,0,0.0086,7.396e-05,3.512846708748931,Unaffiliated,96.69,1320.0,34.45,0.9910352690960618,-1.2078779841260325
71069,3522.0,UTTAR PRADESH,BILHAUR,1980 (7th LOK SABHA),MAHARAJ SINGH BHARTI,M,SSD,,,3129.0,0.86%,1,UTTAR PRADESH-BILHAUR-1980 (7th LOK SABHA),6,loser,1980,0.86,UTTAR PRADESH,Uttar Pradesh,,,,0,0,0.0086,7.396e-05,3.512846708748931,Unaffiliated,96.69,1320.0,34.45,0.9910352690960618,-1.2078779841260325
71041,3518.0,UTTAR PRADESH,BILHAUR,1980 (7th LOK SABHA),RAGHUNATH SINGH,M,JNP,,,110013.0,30.19%,1,UTTAR PRADESH-BILHAUR-1980 (7th LOK SABHA),2,1st runner up,1980,30.19,UTTAR PRADESH,Uttar Pradesh,,,,0,0,0.3019,0.09114361,3.512846708748931,Unaffiliated,96.69,1320.0,34.45,0.9910352690960618,-1.2078779841260325
80317,3771.0,UTTAR PRADESH,MUZAFFARNAGAR,1980 (7th LOK SABHA),SUKHBIR,M,IND,,,14160.0,3.20%,1,UTTAR PRADESH-MUZAFFARNAGAR-1980 (7th LOK SABHA),4,loser,1980,3.2,UTTAR PRADESH,Uttar Pradesh,0.85,2.35,0.92,0,0,0.032,0.001024,3.332438351473406,Unaffiliated,99.99,1320.0,34.45,0.9910352690960618,-1.2078779841260325
9223,610.0,BIHAR,BUXAR,1980 (7th LOK SABHA),BARMA NAND YADAV,M,BSP,,,1701.0,0.48%,1,BIHAR-BUXAR-1980 (7th LOK SABHA),8,loser,1980,0.48,BIHAR,Bihar,,,,0,0,0.0048,2.304e-05,3.458983084569612,Unaffiliated,99.99,630.0,34.45,-0.808734137891,-1.2078779841260325
71974,3446.0,UTTAR PRADESH,CHAIL,1980 (7th LOK SABHA),SARLA CHAUDHARI,F,JNP,,SC,31040.0,13.89%,1,UTTAR PRADESH-CHAIL (SC)-1980 (7th LOK SABHA),3,2nd runner up,1980,13.89,UTTAR PRADESH,Uttar Pradesh,,,,0,0,0.1389,0.0192932099999999,3.2316986722792227,Unaffiliated,94.27,1320.0,34.45,0.9910352690960618,-1.2078779841260325
30424,1177.0,KARNATAKA,KOPPAL,1980 (7th LOK SABHA),S.B. BHEEMAPPA KANAKAPPA,M,JNP,,,26491.0,7.27%,1,KARNATAKA-KOPPAL-1980 (7th LOK SABHA),3,2nd runner up,1980,7.27,KARNATAKA,Karnataka,,,,0,0,0.0727,0.00528529,1.906744446840375,Unaffiliated,100.01,530.0,34.45,-1.0695702838311538,-1.2078779841260325
86520,3932.0,WEST BENGAL,CALCUTTA NORTH WEST,1980 (7th LOK SABHA),SHEW PRASAD GUPTA,M,BSP,,,576.0,0.18%,1,WEST BENGAL-CALCUTTA NORTH WEST-1980 (7th LOK SABHA),10,loser,1980,0.18,WEST BENGAL,West Bengal,,,,0,0,0.0018,3.24e-06,2.7395570004831487,Unaffiliated,99.98,880.0000000000001,34.45,-0.15664377304061497,-1.2078779841260325
86497,3941.0,WEST BENGAL,CALCUTTA NORTH EAST,1980 (7th LOK SABHA),PROTAP CHANRA CHUNDER,M,JNP,,,32831.0,8.38%,1,WEST BENGAL-CALCUTTA NORTH EAST-1980 (7th LOK SABHA),3,2nd runner up,1980,8.38,WEST BENGAL,West Bengal,,,,0,0,0.0838,0.00702244,2.4651786733152865,Unaffiliated,100.01,880.0000000000001,34.45,-0.15664377304061497,-1.2078779841260325
54886,2307.0,PUNJAB,PHILLAUR,1980 (7th LOK SABHA),RAM SARAN DASS KOMAL,M,JNP,,SC,70518.0,15.14%,1,PUNJAB-PHILLAUR (SC)-1980 (7th LOK SABHA),3,2nd runner up,1980,15.14,PUNJAB,Punjab,,,,0,0,0.1514,0.02292196,2.8604027355518764,Unaffiliated,100.0,430.0,34.45,-1.3304064297713076,-1.2078779841260325
80317,3771.0,UTTAR PRADESH,MUZAFFARNAGAR,1980 (7th LOK SABHA),SUKHBIR,M,IND,,,14160.0,3.20%,1,UTTAR PRADESH-MUZAFFARNAGAR-1980 (7th LOK SABHA),4,loser,1980,3.2,UTTAR PRADESH,Uttar Pradesh,0.85,2.35,0.92,0,0,0.032,0.001024,3.332438351473406,Unaffiliated,99.99,1320.0,34.45,0.9910352690960618,-1.2078779841260325
80318,3772.0,UTTAR PRADESH,MUZAFFARNAGAR,1980 (7th LOK SABHA),SATPAL,M,IND,,,8454.0,1.91%,1,UTTAR PRADESH-MUZAFFARNAGAR-1980 (7th LOK SABHA),5,loser,1980,1.91,UTTAR PRADESH,Uttar Pradesh,3.2,-1.2900000000000005,0.85,0,0,0.0191,0.0003648099999999,3.332438351473406,Unaffiliated,99.99,1320.0,34.45,0.9910352690960618,-1.2078779841260325
80318,3772.0,UTTAR PRADESH,MUZAFFARNAGAR,1980 (7th LOK SABHA),SATPAL,M,IND,,,8454.0,1.91%,1,UTTAR PRADESH-MUZAFFARNAGAR-1980 (7th LOK SABHA),5,loser,1980,1.91,UTTAR PRADESH,Uttar Pradesh,3.2,-1.2900000000000005,0.85,0,0,0.0191,0.0003648099999999,3.332438351473406,Unaffiliated,99.99,1320.0,34.45,0.9910352690960618,-1.2078779841260325
80319,3773.0,UTTAR PRADESH,MUZAFFARNAGAR,1980 (7th LOK SABHA),VISHAV NATH,M,IND,,,5198.0,1.17%,1,UTTAR PRADESH-MUZAFFARNAGAR-1980 (7th LOK SABHA),6,loser,1980,1.17,UTTAR PRADESH,Uttar Pradesh,1.91,-0.74,3.2,0,0,0.0116999999999999,0.0001368899999999,3.332438351473406,Unaffiliated,99.99,1320.0,34.45,0.9910352690960618,-1.2078779841260325
80319,3773.0,UTTAR PRADESH,MUZAFFARNAGAR,1980 (7th LOK SABHA),VISHAV NATH,M,IND,,,5198.0,1.17%,1,UTTAR PRADESH-MUZAFFARNAGAR-1980 (7th LOK SABHA),6,loser,1980,1.17,UTTAR PRADESH,Uttar Pradesh,1.91,-0.74,3.2,0,0,0.0116999999999999,0.0001368899999999,3.332438351473406,Unaffiliated,99.99,1320.0,34.45,0.9910352690960618,-1.2078779841260325
80320,3774.0,UTTAR PRADESH,MUZAFFARNAGAR,1980 (7th LOK SABHA),RADHEY SHYAM,M,IND,,,3354.0,0.76%,1,UTTAR PRADESH-MUZAFFARNAGAR-1980 (7th LOK SABHA),7,loser,1980,0.76,UTTAR PRADESH,Uttar Pradesh,1.17,-0.4099999999999999,1.91,0,0,0.0076,5.776e-05,3.332438351473406,Unaffiliated,99.99,1320.0,34.45,0.9910352690960618,-1.2078779841260325
